news_url
http://www.fakingnews.com/politics/new-angry-birds-game-ravi-shankar-prasads-face-birds-31839
http://www.fakingnews.com/politics/95-hotel-reviews-maharashtra-written-mlas-last-2-weeks-faking-survey-31835
http://www.fakingnews.com/politics/fadnavis-calls-raut-give-cm-seat-sena-raut-picks-call-says-cm-will-sena-puts-phone-31788
http://www.fakingnews.com/politics/ani-reporter-sanjay-raut-become-business-partners-developing-strong-friendship-past-month-31739
http://www.fakingnews.com/politics/doordarshan-just-declared-maharashtra-election-results-today-give-us-time-govt-formation-shiv-sena-31732
http://www.fakingnews.com/politics/bjp-agrees-share-netflix-password-last-resort-keep-shiv-sena-away-congress-ncp-31723
http://www.fakingnews.com/politics/last-ditch-effort-sanjay-raut-forms-whatsapp-group-cong-ncp-makes-aditya-group-admin-31678
http://www.fakingnews.com/politics/surjewala-calls-urgent-meeting-plan-rahul-gandhis-next-visit-returns-current-vacation-31613
http://www.fakingnews.com/india/bjp-praises-aditya-thackeray-shivsena-disagrees-calls-aditya-product-nepotism-31582
http://www.fakingnews.com/politics/bjp-deliberately-lost-haryana-buy-mlas-show-no-economic-slowdown-surjewala-31553
http://www.fakingnews.com/politics/republic-tv-demands-government-announce-32-minimum-size-television-screens-31510
http://www.fakingnews.com/politics/lady-gaga-not-joining-bjp-clarifies-amit-shah-singer-tweets-sanskrit-31501
http://www.fakingnews.com/politics/mns-buys-drones-attack-fastag-lanes-32606
http://www.fakingnews.com/politics/subramanian-swamy-suggests-inscribing-sachin-photos-petrol-tankers-will-slowdown-petrol-prices-reaches-70-32375
http://www.fakingnews.com/politics/manoj-tiwari-announces-will-ban-songs-elected-exit-poll-gives-70-seats-bjp-32334
http://www.fakingnews.com/politics/asked-comment-big-actors-visit-jnu-amit-shah-says-not-see-taimur-jnu-32275
http://www.fakingnews.com/politics/people-not-understand-mulayam-singhs-language-start-supporting-caa-anti-caa-speech-32197
